131.000000 -0.000182 -0.000402 -0.000007 -0.000295 -0.000008 0.000000
132.000000 -0.000200 -0.000440 -0.000007 -0.000324 -0.000008 0.000000
133.000000 -0.000217 -0.000474 -0.000006 -0.000350 -0.000007 0.000000
134.000000 -0.000231 -0.000504 -0.000005 -0.000373 -0.000006 0.000000
135.000000 -0.000244 -0.000529 -0.000004 -0.000393 -0.000006 0.000000
136.000000 -0.000254 -0.000551 -0.000003 -0.000409 -0.000005 0.000000
137.000000 -0.000263 -0.000569 -0.000002 -0.000421 -0.000004 0.000000
138.000000 -0.000271 -0.000584 -0.000001 -0.000430 -0.000003 0.000000
139.000000 -0.000277 -0.000596 0.000000 -0.000435 -0.000002 0.000000
140.000000 -0.000282 -0.000606 0.000001 -0.000436 -0.000001 0.000000
141.000000 -0.000286 -0.000613 0.000002 -0.000434 -0.000001 0.000000
142.000000 -0.000290 -0.000618 0.000004 -0.000428 0.000000 0.000000
143.000000 -0.000292 -0.000622 0.000005 -0.000419 0.000001 0.000000
144.000000 -0.000293 -0.000623 0.000006 -0.000407 0.000002 0.000000
145.000000 -0.000294 -0.000623 0.000007 -0.000393 0.000002 0.000000
146.000000 -0.000294 -0.000622 0.000008 -0.000376 0.000003 0.000000
147.000000 -0.000294 -0.000620 0.000009 -0.000358 0.000003 0.000000
148.000000 -0.000293 -0.000617 0.000009 -0.000339 0.000003 0.000000
149.000000 -0.000291 -0.000613 0.000010 -0.000319 0.000003 0.000000
150.000000 -0.000290 -0.000608 0.000011 -0.000299 0.000003 0.000000
151.000000 -0.000288 -0.000602 0.000012 -0.000280 0.000003 0.000000
152.000000 -0.000286 -0.000596 0.000012 -0.000262 0.000003 0.000000
153.000000 -0.000283 -0.000590 0.000013 -0.000245 0.000003 0.000000
154.000000 -0.000280 -0.000583 0.000013 -0.000230 0.000003 0.000000
155.000000 -0.000277 -0.000577 0.000013 -0.000217 0.000002 0.000000
156.000000 -0.000274 -0.000570 0.000013 -0.000206 0.000002 0.000000
157.000000 -0.000271 -0.000564 0.000012 -0.000198 0.000002 0.000000
158.000000 -0.000268 -0.000557 0.000011 -0.000193 0.000001 0.000000
159.000000 -0.000264 -0.000551 0.000010 -0.000190 0.000001 0.000000
160.000000 -0.000261 -0.000545 0.000008 -0.000191 0.000000 0.000000
